SubmissionID,What is your age range?,How many cups of coffee do you consume per day?,Do you add any dairy or dairy alternative to your coffee?,What kind of dairy? (Whole milk),What kind of dairy? (Skim milk),What kind of dairy? (Half and half),What kind of dairy? (Coffee creamer),What kind of dairy? (Flavored creamer),What kind of dairy? (Oat milk),What kind of dairy? (Almond milk),What kind of dairy? (Soy milk),Do you add any sugar or sweetener to your coffee?,What kind of sugar or sweetener? (Granulated Sugar),What kind of sugar or sweetener? (Artificial Sweetener),What kind of sugar or sweetener? (Honey),What kind of sugar or sweetener? (Maple Syrup),What kind of sugar or sweetener? (Stevia),What kind of sugar or sweetener? (Agave Nectar),What kind of sugar or sweetener? (Brown Sugar),What kind of sugar or sweetener? (Raw Sugar),How do you brew your coffee? (Pour over),How do you brew your coffee? (French press),How do you brew your coffee? (Espresso),How do you brew your coffee? (Coffee brewing machine),How do you brew your coffee? (Pod/capsule machine),How do you brew your coffee? (Instant coffee),How do you brew your coffee? (Bean-to-cup machine),How do you brew your coffee? (Cold brew),How do you brew your coffee? (Coffee extract)
yljly0,45-54,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5dqPEb,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
g5N6e4,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oAVL0M,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rlrMKv,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
xdN5Xv,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24xGAj,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lNl8j5,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1OEj,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
VZvdYN,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jB9AME,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAv458,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
aBKzLq,35-44,3,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RzByYp,18-24,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9dJjJ4,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RzvkQl,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6dQE15,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zKQ5Kq,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlrMVM,18-24,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
DVv6eb,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xd4RKr,18-24,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EPvZjN,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
jB9ABE,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RzBy4J,>65,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0EjRJ0,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZdvD8z,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oAV8zP,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
xdN8z5,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5de0vv,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
KMGOjK,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OABxLk,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8dpbGk,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9dJYM1,55-64,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kYR4rj,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pLPN7q,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42NlLd,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LdMxaj,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eBxGvE,25-34,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zdegkz,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
KMGOe7,35-44,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1W8N,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WAp6PN,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ylqAY6,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPbVxA,18-24,< 1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
BGboo4,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0EjzA9,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1WVN,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1r2QM4,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Al96kN,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zKQ8ZZ,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7dEobZ,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oAV8d5,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ylq8yW,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LbWda2,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
7WWB4A,<18,2,1.0,,,,,,,,,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
QAeYZY,>65,3,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
Rz5BPj,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1r2YJQ,25-34,> 4,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J2krYz,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ylqbBg,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
qbEQPO,18-24,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Xe90az,25-34,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
RzBqLv,25-34,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ldo8Pz,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
bl41Zg,45-54,< 1,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
5dqajd,25-34,> 4,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1W0E,35-44,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6dQY8o,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EPbVGA,25-34,,1.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
OAVNZK,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
xdN8Q9,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
xdNbJ9,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlbMLW,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aBlMgq,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zKQBXq,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
VZ17Ev,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAB2Ab,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42NlN5,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jBkEvR,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RzBqr9,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
g5N8NJ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
aBrpPq,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
eBxgoe,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
zKQ8L0,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1WY6,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Xe2EGV,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ld6L9j,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
RzVLkd,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J2WRlr,35-44,> 4,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1Wqg,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WApaBa,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
vNx8W0,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5dqaOo,35-44,2,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
AlbM9z,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8dpbWO,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
xdN80d,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42NlOY,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6dQ6Vk,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bl41gL,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24x9Oe,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24DOYj,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
AlbRKW,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5dVzNP,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grb9O2,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kYzalJ,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BG0OK1,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1r20NQ,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7d90RL,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pLvp8J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZdDdjy,25-34,2,0.0,,,,,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8dpDDk,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ld6lQ2,35-44,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
rlr82o,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5dqaeZ,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dY2JDV,25-34,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
yldOGB,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24x9DD,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
42NlPr,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RzVOOv,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1W4y,25-34,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dYkydo,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAdj6k,18-24,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LdMLaz,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
PABJBd,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rl0zbN,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YZzlY6,25-34,< 1,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jB9Aq4,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GrBAaZ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9dJj4E,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
xdN5Wo,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlbeOz,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7d9r0P,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YZzll5,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WApV6N,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7d9rG9,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oAVL1x,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0EjRyj,35-44,4,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
jB9Ara,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
BG8jLe,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zKWGyq,>65,2,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
EPb7Al,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pLPp58,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVv6Wl,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1r2ozp,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
oAldrV,55-64,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kYOWV1,55-64,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g5N6vJ,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9dJjPQ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
vNx5pl,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
5dqAXv,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kYRBL6,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAdpog,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
qbjKvY,25-34,< 1,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPb7e4,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DVv6PZ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pL472P,18-24,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
g5WkQK,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aBrq1B,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J2kvBr,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM6Yp,18-24,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vNx5d4,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
GrBA4k,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zKQ5o0,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6dQEqe,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RzBypp,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
oAVL8e,45-54,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
jB9AAx,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
YZzl6d,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
24xGGL,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lNlkp5,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YZzl2q,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rlrM75,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1OgE,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
g5N6BN,18-24,< 1,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
bl4QRg,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J288qz,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
QABllp,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vNx58v,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6dQEEB,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1Oyy,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24OOAe,35-44,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42NV0k,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GrBAOp,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
kYRBPM,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J2kvj4,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
