scheduled,actual,carrier,flight,tailnum,origin,dest,air_time,distance
"02/27/2023, 11:00","02/27/2023, 10:55",DL,831,N921AT,ATL,LIT,75,453
"08/26/2023, 07:15","08/26/2023, 07:14",DL,74,N679DA,ATL,JFK,102,760
"03/23/2023, 20:39","03/23/2023, 20:29",YX,1258,N112HQ,ATL,DCA,80,547
"07/07/2023, 19:35","07/07/2023, 19:38",WN,679,N254WN,ATL,DAL,102,721
"05/04/2023, 19:25","05/04/2023, 19:23",DL,699,N819DX,ATL,RIC,66,481
"05/09/2023, 10:10","05/09/2023, 10:06",9E,1305,N602LR,ATL,ILM,58,377
"04/22/2023, 11:41","04/22/2023, 11:35",UA,91,N76519,ATL,IAH,113,689
"02/03/2023, 15:52","02/03/2023, 15:45",9E,1044,N329PQ,ATL,CHO,69,457
"02/05/2023, 17:00","02/05/2023, 16:55",DL,418,N897DN,ATL,DTW,88,594
"01/28/2023, 22:49","01/28/2023, 23:25",DL,364,N112DN,ATL,LAX,295,1947
"04/17/2023, 15:45","04/17/2023, 15:42",DL,112,N3732J,ATL,GSP,35,153
"09/24/2023, 18:46","09/24/2023, 19:08",DL,600,N993AT,ATL,BNA,37,214
"02/17/2023, 11:00","02/17/2023, 10:57",DL,61,N379DN,ATL,SLC,226,1590
"07/10/2023, 19:30","07/10/2023, 19:41",WN,335,N8625A,ATL,MDW,86,591
"01/26/2023, 21:58","01/26/2023, 23:51",NK,318,N658NK,ATL,LAS,247,1747
"06/07/2023, 17:48","06/07/2023, 18:10",DL,1153,N692DL,ATL,MSP,136,907
"01/31/2023, 20:45","01/31/2023, 20:46",DL,362,N540US,ATL,MSY,71,425
"09/23/2023, 09:00","09/23/2023, 08:59",WN,159,N8669B,ATL,STL,74,484
"12/17/2023, 14:07","12/17/2023, 15:55",DL,1169,N821DX,ATL,FLL,92,581
"06/19/2023, 12:00","06/19/2023, 11:57",DL,223,N357DN,ATL,SLC,203,1590
"11/12/2023, 13:30","11/12/2023, 13:26",DL,107,N398DN,ATL,LGA,90,762
"07/17/2023, 10:25","07/17/2023, 10:24",DL,271,N813NW,ATL,HNL,533,4502
"03/31/2023, 10:30","03/31/2023, 10:42",DL,203,N807DN,ATL,SFO,310,2139
"03/08/2023, 21:29","03/08/2023, 21:23",DL,77,N128DN,ATL,SLC,237,1590
"09/18/2023, 15:35","09/18/2023, 15:33",DL,375,N939AT,ATL,HSV,29,151
"10/13/2023, 21:25","10/13/2023, 21:21",DL,307,N926DZ,ATL,SEA,290,2182
"04/12/2023, 14:49","04/12/2023, 14:43",DL,802,N845DN,ATL,CVG,61,373
"06/23/2023, 08:24","06/23/2023, 08:57",DL,1056,N353NW,ATL,MDW,85,591
"03/17/2023, 20:57","03/17/2023, 21:26",OO,1205,N641CA,ATL,ABE,93,692
"06/02/2023, 17:04","06/02/2023, 17:12",AA,51,N8031M,ATL,MIA,94,594
"11/25/2023, 21:43","11/25/2023, 21:37",DL,819,N366DX,ATL,PVD,111,903
"01/03/2023, 10:06","01/03/2023, 10:25",DL,1263,N955AT,ATL,GSP,24,153
"09/15/2023, 08:45","09/15/2023, 08:44",UA,76,N466UA,ATL,DEN,171,1199
"12/18/2023, 14:00","12/18/2023, 13:57",DL,1131,N859DN,ATL,ORF,69,516
"09/07/2023, 10:10","09/07/2023, 10:08",9E,1605,N910XJ,ATL,CRW,58,363
"01/28/2023, 17:20","01/28/2023, 17:15",DL,683,N549US,ATL,SRQ,63,444
"03/25/2023, 14:45","03/25/2023, 15:28",DL,720,N826DN,ATL,PHL,82,666
"09/02/2023, 20:05","09/02/2023, 19:54",DL,670,N119DN,ATL,PBI,74,545
"06/04/2023, 17:34","06/04/2023, 17:27",9E,1513,N368CA,ATL,BQK,42,238
"12/24/2023, 21:00","12/24/2023, 21:05",DL,2,N372NW,ATL,DFW,103,731
"09/14/2023, 16:10","09/14/2023, 16:33",DL,493,N174DN,ATL,JFK,95,760
"08/13/2023, 12:34","08/13/2023, 13:43",DL,181,N906DN,ATL,BDL,113,859
"03/11/2023, 12:12","03/11/2023, 13:56",YX,1174,N728YX,ATL,EWR,104,746
"06/02/2023, 19:55","06/02/2023, 21:42",DL,667,N310DN,ATL,PBI,72,545
"06/19/2023, 18:33","06/19/2023, 18:36",OO,1421,N833SK,ATL,HPN,113,780
"10/22/2023, 10:15","10/22/2023, 10:13",DL,1186,N362NB,ATL,IAD,75,534
"06/19/2023, 06:00","06/19/2023, 06:00",DL,215,N335DN,ATL,BOS,126,946
"07/31/2023, 07:23","07/31/2023, 07:23",DL,1080,N950AT,ATL,CLT,44,226
"05/10/2023, 19:50","05/10/2023, 20:02",DL,1096,N6715C,ATL,FLL,82,581
"06/15/2023, 07:00","06/15/2023, 06:52",AS,95,N913AK,ATL,SEA,282,2182
"08/28/2023, 16:47","08/28/2023, 16:43",9E,1214,N367CA,ATL,TRI,42,227
"12/26/2023, 19:27","12/26/2023, 19:26",DL,361,N940AT,ATL,OMA,114,821
"01/24/2023, 20:45","01/24/2023, 20:43",DL,506,N540US,ATL,PHL,86,666
"03/02/2023, 16:28","03/02/2023, 16:29",DL,321,N667DN,ATL,PHL,86,666
"01/19/2023, 06:30","01/19/2023, 06:27",DL,1312,N668DN,ATL,MCO,58,404
"07/03/2023, 07:05","07/03/2023, 07:02",DL,927,N370DN,ATL,IAH,96,689
"01/20/2023, 08:00","01/20/2023, 07:58",UA,67,N480UA,ATL,DEN,182,1199
"03/20/2023, 15:30","03/20/2023, 15:28",DL,363,N965AT,ATL,CAE,32,192
"03/20/2023, 13:45","03/20/2023, 13:44",DL,63,N312DN,ATL,BOS,113,946
"04/08/2023, 22:25","04/08/2023, 22:14",DL,560,N689DL,ATL,SRQ,65,444
"09/21/2023, 18:52","09/21/2023, 18:50",UA,47,N463UA,ATL,ORD,94,606
"04/28/2023, 17:18","04/28/2023, 17:18",DL,594,N903DN,ATL,CMH,72,447
"05/11/2023, 23:35","05/11/2023, 23:33",OO,1141,N803SK,ATL,AGS,29,143
"06/03/2023, 08:35","06/03/2023, 08:31",WN,1079,N8522P,ATL,CLE,77,554
"10/08/2023, 08:10","10/08/2023, 08:03",DL,835,N105DX,ATL,MKE,93,669
"09/25/2023, 21:59","09/25/2023, 21:55",9E,1624,N691CA,ATL,BMI,78,533
"07/26/2023, 19:54","07/26/2023, 19:48",9E,1437,N695CA,ATL,ABY,36,145
"03/20/2023, 15:41","03/20/2023, 15:45",UA,132,N469UA,ATL,ORD,96,606
"02/06/2023, 18:55","02/06/2023, 18:49",DL,120,N344NW,ATL,DCA,81,547
"08/17/2023, 19:29","08/17/2023, 19:35",DL,231,N917DU,ATL,PDX,268,2172
"03/08/2023, 13:55","03/08/2023, 14:04",NK,455,N974NK,ATL,FLL,81,581
"06/26/2023, 09:01","06/26/2023, 08:59",9E,1591,N326PQ,ATL,TRI,40,227
"02/24/2023, 19:57","02/24/2023, 20:42",DL,203,N888DU,ATL,BDL,107,859
"06/14/2023, 09:00","06/14/2023, 09:51",9E,1548,N200PQ,ATL,ILM,54,377
"12/07/2023, 21:10","12/07/2023, 21:06",9E,1473,N905XJ,ATL,ABE,101,692
"11/29/2023, 20:45","11/29/2023, 20:49",DL,129,N866DN,ATL,SFO,272,2139
"07/10/2023, 08:36","07/10/2023, 08:58",DL,755,N6704Z,ATL,JFK,91,760
"03/13/2023, 18:20","03/13/2023, 19:48",DL,187,N868DN,ATL,SFO,301,2139
"11/22/2023, 19:54","11/22/2023, 19:53",DL,115,N37700,ATL,IAD,78,534
"08/06/2023, 18:00","08/06/2023, 19:28",WN,56,N770SA,ATL,MKE,91,669
"10/21/2023, 10:17","10/21/2023, 10:13",DL,242,N127DN,ATL,DCA,77,547
"01/07/2023, 18:30","01/07/2023, 18:25",DL,1321,N361NW,ATL,RDU,57,356
"01/30/2023, 23:05","01/30/2023, 23:02",DL,1273,N852DN,ATL,BHM,33,134
"03/16/2023, 08:45","03/16/2023, 08:59",DL,1056,N365NB,ATL,OMA,115,821
"12/23/2023, 11:41","12/23/2023, 11:58",NK,593,N631NK,ATL,EWR,96,746
"11/20/2023, 09:13","11/20/2023, 09:11",DL,607,N692DL,ATL,MIA,80,594
"11/08/2023, 12:15","11/08/2023, 12:13",DL,513,N706TW,ATL,JFK,107,760
"07/13/2023, 12:00","07/13/2023, 12:00",DL,1157,N959DZ,ATL,BHM,28,134
"03/11/2023, 20:15","03/11/2023, 20:10",DL,692,N974AT,ATL,OAJ,118,399
"10/30/2023, 11:00","10/30/2023, 10:56",OO,1431,N823SK,ATL,BQK,46,238
"12/21/2023, 21:10","12/21/2023, 21:08",DL,276,N555NW,ATL,BWI,77,577
"07/13/2023, 16:29","07/13/2023, 16:56",DL,1128,N978AT,ATL,TLH,45,223
"07/07/2023, 07:15","07/07/2023, 07:19",DL,480,N900PC,ATL,MIA,87,594
"02/22/2023, 13:25","02/22/2023, 13:21",WN,609,N8728Q,ATL,STL,99,484
"09/02/2023, 07:00","09/02/2023, 06:57",AA,962,N913US,ATL,LAX,237,1947
"05/04/2023, 08:35","05/04/2023, 08:29",DL,1012,N325NB,ATL,OMA,127,821
"08/26/2023, 16:26","08/26/2023, 16:29",DL,506,N819DX,ATL,MSP,129,907
"01/08/2023, 13:28","01/08/2023, 13:40",DL,1331,N385DN,ATL,SAV,38,214
"07/23/2023, 11:10","07/23/2023, 11:09",DL,324,N827DN,ATL,PDX,278,2172
"02/27/2023, 11:57","02/27/2023, 11:49",DL,246,N977AT,ATL,GNV,50,300
"02/24/2023, 16:15","02/24/2023, 16:12",DL,869,N945AT,ATL,MYR,48,317
"05/28/2023, 13:00","05/28/2023, 13:02",DL,482,N820DX,ATL,ORD,89,606
"07/03/2023, 21:27","07/03/2023, 21:55",DL,76,N388DN,ATL,PHX,209,1587
"09/20/2023, 17:40","09/20/2023, 17:35",DL,1183,N804DN,ATL,STL,73,484
"07/12/2023, 16:25","07/12/2023, 17:38",WN,1093,N412WN,ATL,RDU,59,356
"10/16/2023, 11:55","10/16/2023, 11:55",DL,1024,N3772H,ATL,EWR,96,746
"03/21/2023, 08:14","03/21/2023, 08:10",DL,901,N834DN,ATL,BHM,33,134
"07/26/2023, 17:00","07/26/2023, 17:34",DL,869,N694DL,ATL,PHL,98,666
"05/27/2023, 08:10","05/27/2023, 08:07",DL,1095,N936AT,ATL,LIT,74,453
"07/28/2023, 11:28","07/28/2023, 11:26",DL,483,N697DL,ATL,SRQ,64,444
"08/10/2023, 11:54","08/10/2023, 11:49",AA,290,N760US,ATL,PHL,89,666
"07/13/2023, 20:55","07/13/2023, 22:36",NK,579,N618NK,ATL,DTW,81,594
"04/01/2023, 21:45","04/01/2023, 21:54",DL,484,N991AT,ATL,JAN,55,341
"05/11/2023, 12:15","05/11/2023, 12:11",DL,961,N990AT,ATL,DAY,64,432
"12/10/2023, 08:31","12/10/2023, 08:51",9E,1498,N655CA,ATL,AGS,33,143
"08/20/2023, 23:42","08/20/2023, 23:35",DL,594,N949DZ,ATL,GSO,49,306
"03/13/2023, 19:20","03/13/2023, 19:10",9E,1376,N8970D,ATL,ABY,30,145
"08/26/2023, 15:40","08/26/2023, 15:50",DL,650,N359DN,ATL,BUF,95,712
"11/06/2023, 16:25","11/06/2023, 16:18",DL,1197,N822DN,ATL,IND,67,432
"02/17/2023, 12:55","02/17/2023, 13:05",WN,644,N8702L,ATL,AUS,125,813
"06/21/2023, 18:30","06/21/2023, 18:28",DL,962,N870DN,ATL,BDL,106,859
"12/01/2023, 10:58","12/01/2023, 10:46",OH,1521,N597NN,ATL,CLT,40,226
"07/25/2023, 08:15","07/25/2023, 08:17",WN,855,N8694E,ATL,SAT,114,874
"05/15/2023, 10:05","05/15/2023, 10:05",DL,1015,N893AT,ATL,IAD,76,534
"12/10/2023, 22:55","12/10/2023, 22:57",DL,224,N591NW,ATL,LAS,246,1747
"04/27/2023, 14:05","04/27/2023, 15:17",DL,375,N397DN,ATL,PBI,80,545
"01/20/2023, 13:54","01/20/2023, 13:54",9E,1542,N292PQ,ATL,FAY,49,331
"07/23/2023, 22:54","07/23/2023, 22:54",DL,97,N334DN,ATL,SLC,207,1590
"02/01/2023, 08:57","02/01/2023, 08:53",DL,250,N302DN,ATL,BUF,92,712
"04/10/2023, 21:50","04/10/2023, 22:25",WN,969,N8306H,ATL,BNA,40,214
"10/03/2023, 11:30","10/03/2023, 11:27",DL,363,N6703D,ATL,MCO,59,404
"05/13/2023, 22:59","05/13/2023, 23:06",DL,393,N684DA,ATL,RSW,73,515
"08/19/2023, 19:54","08/19/2023, 19:46",9E,1216,N390CA,ATL,AEX,70,500
"08/05/2023, 11:05","08/05/2023, 10:57",DL,933,N336NB,ATL,LIT,62,453
"03/27/2023, 09:15","03/27/2023, 10:05",OO,1216,N692CA,ATL,MOB,79,302
"12/11/2023, 10:38","12/11/2023, 10:35",DL,973,N951DX,ATL,SRQ,72,444
"01/11/2023, 22:49","01/11/2023, 22:38",9E,1579,N320PQ,ATL,BTR,71,448
"08/30/2023, 11:10","08/30/2023, 11:17",WN,1031,N762SW,ATL,PHX,202,1587
"12/12/2023, 10:10","12/12/2023, 10:08",DL,278,N378NW,ATL,DFW,118,731
"05/16/2023, 21:40","05/16/2023, 22:20",WN,1210,N400WN,ATL,RIC,73,481
"09/02/2023, 07:05","09/02/2023, 07:03",DL,1002,N360DN,ATL,IAH,101,689
"03/12/2023, 18:47","03/12/2023, 18:39",AS,56,N280AK,ATL,SEA,311,2182
"05/31/2023, 08:34","05/31/2023, 08:30",DL,875,N897DN,ATL,BHM,37,134
"01/08/2023, 22:30","01/08/2023, 22:28",DL,317,N3755D,ATL,IAD,76,534
"04/24/2023, 20:00","04/24/2023, 19:54",DL,484,N952AT,ATL,JAN,53,341
"10/21/2023, 11:00","10/21/2023, 10:57",DL,930,N379DN,ATL,PBI,79,545
"12/02/2023, 14:35","12/02/2023, 14:32",DL,1083,N950DZ,ATL,DAB,56,366
"09/08/2023, 22:36","09/08/2023, 22:32",DL,491,N926AT,ATL,ROA,64,357
"03/31/2023, 09:30","03/31/2023, 09:37",DL,70,N922DZ,ATL,PDX,304,2172
"01/14/2023, 07:20","01/14/2023, 07:16",DL,903,N546US,ATL,JAX,42,270
"06/19/2023, 08:55","06/19/2023, 08:55",DL,214,N965AT,ATL,AVL,34,164
"07/29/2023, 19:30","07/29/2023, 20:18",DL,600,N698DL,ATL,MIA,82,594
"11/11/2023, 22:00","11/11/2023, 21:59",DL,960,N668DN,ATL,ORF,65,516
"10/27/2023, 22:21","10/27/2023, 22:12",NK,623,N910NK,ATL,MCO,60,404
"09/24/2023, 07:17","09/24/2023, 07:09",AA,1124,N431AN,ATL,LAX,252,1947
"03/18/2023, 16:20","03/18/2023, 16:13",OH,1374,N580NN,ATL,CLT,39,226
"08/21/2023, 19:40","08/21/2023, 19:36",WN,1068,N962WN,ATL,AUS,113,813
"03/24/2023, 08:50","03/24/2023, 08:51",WN,211,N917WN,ATL,HOU,112,696
"06/16/2023, 18:40","06/16/2023, 18:35",DL,1073,N993AT,ATL,CHA,24,106
"09/12/2023, 08:15","09/12/2023, 08:14",DL,1318,N994AT,ATL,LIT,71,453
"12/01/2023, 17:54","12/01/2023, 17:47",DL,905,N804DN,ATL,CLE,74,554
"11/17/2023, 09:50","11/17/2023, 09:48",DL,97,N675DL,ATL,BZN,221,1640
"02/21/2023, 17:53","02/21/2023, 18:32",DL,43,N334DN,ATL,SLC,236,1590
"04/03/2023, 13:23","04/03/2023, 13:27",DL,329,N892DN,ATL,DTW,89,594
"11/23/2023, 08:45","11/23/2023, 08:42",NK,1280,N525NK,ATL,LAX,258,1947
"12/17/2023, 07:15","12/17/2023, 07:12",DL,349,N554NW,ATL,ORF,79,516
"02/05/2023, 20:18","02/05/2023, 20:16",DL,353,N374DX,ATL,TUS,214,1541
"02/10/2023, 14:20","02/10/2023, 14:17",NK,263,N960NK,ATL,IAH,118,689
"07/27/2023, 07:05","07/27/2023, 07:04",DL,72,N704X,ATL,BOS,126,946
"05/15/2023, 21:55","05/15/2023, 21:50",DL,373,N539US,ATL,MCO,58,404
"08/19/2023, 08:40","08/19/2023, 08:40",DL,378,N824DN,ATL,DTW,91,594
"12/28/2023, 21:01","12/28/2023, 21:01",DL,1113,N936AT,ATL,GSO,51,306
"09/17/2023, 16:55","09/17/2023, 17:01",DL,1159,N699DL,ATL,BWI,76,577
"01/03/2023, 19:20","01/03/2023, 19:45",DL,354,N390DA,ATL,JFK,108,760
"05/14/2023, 16:20","05/14/2023, 16:19",DL,1032,N955AT,ATL,OKC,103,761
"08/31/2023, 10:15","08/31/2023, 10:12",DL,785,N950DZ,ATL,SDF,51,321
"07/11/2023, 12:52","07/11/2023, 12:50",DL,834,N980AT,ATL,LEX,51,304
"04/08/2023, 21:50","04/08/2023, 21:55",DL,715,N384DA,ATL,LEX,46,304
"07/30/2023, 12:34","07/30/2023, 12:33",DL,236,N883DN,ATL,BDL,106,859
"06/18/2023, 19:05","06/18/2023, 19:39",WN,749,N219WN,ATL,MIA,93,594
"12/08/2023, 15:47","12/08/2023, 15:45",9E,1403,N331PQ,ATL,HPN,113,780
"05/25/2023, 07:10","05/25/2023, 07:08",DL,908,N823DX,ATL,BWI,81,577
"04/11/2023, 06:00","04/11/2023, 05:57",UA,35,N47414,ATL,EWR,108,746
"11/07/2023, 15:00","11/07/2023, 15:09",9E,1491,N936XJ,ATL,CHO,67,457
"05/11/2023, 09:40","05/11/2023, 09:36",9E,1280,N313PQ,ATL,ABE,100,692
"10/22/2023, 10:00","10/22/2023, 09:58",DL,1124,N961DZ,ATL,TYS,31,152
"01/21/2023, 22:29","01/21/2023, 22:29",DL,924,N378DA,ATL,HSV,39,151
"01/12/2023, 15:15","01/12/2023, 15:45",F9,698,N361FR,ATL,SAT,137,874
"11/21/2023, 21:15","11/21/2023, 21:53",WN,116,N493WN,ATL,DCA,67,547
"06/01/2023, 22:40","06/01/2023, 22:38",DL,960,N951DX,ATL,GSO,49,306
"10/07/2023, 07:15","10/07/2023, 07:11",B6,132,N624JB,ATL,FLL,84,581
"06/21/2023, 15:25","06/21/2023, 15:21",AS,79,N277AK,ATL,SEA,285,2182
"02/25/2023, 14:50","02/25/2023, 14:55",WN,741,N8749Q,ATL,DEN,180,1199
"03/07/2023, 11:15","03/07/2023, 11:19",NK,616,N602NK,ATL,DTW,90,594
"11/02/2023, 09:45","11/02/2023, 09:39",WN,1386,N8543Z,ATL,MKE,95,669
"07/19/2023, 17:47","07/19/2023, 18:57",F9,1124,N367FR,ATL,SAN,232,1892
"10/10/2023, 15:15","10/10/2023, 15:10",DL,635,N120DN,ATL,PHL,90,666
"03/10/2023, 06:04","03/10/2023, 06:00",UA,31,N23707,ATL,EWR,96,746
"03/22/2023, 18:33","03/22/2023, 18:30",DL,199,N117DX,ATL,LAS,247,1747
"09/04/2023, 08:15","09/04/2023, 08:29",DL,279,N925DZ,ATL,SLC,193,1590
"04/28/2023, 19:30","04/28/2023, 19:29",WN,958,N8501V,ATL,BWI,85,577
"11/20/2023, 08:25","11/20/2023, 08:21",9E,1538,N294PQ,ATL,XNA,110,589
"12/27/2023, 18:44","12/27/2023, 18:44",DL,336,N322DN,ATL,PBI,93,545
"06/14/2023, 11:30","06/14/2023, 12:11",NK,1184,N944NK,ATL,SJU,193,1547
"10/05/2023, 07:15","10/05/2023, 09:39",DL,1192,N806DN,ATL,RIC,66,481
"04/26/2023, 19:50","04/26/2023, 19:49",DL,721,N954DZ,ATL,VPS,50,250
"11/18/2023, 17:51","11/18/2023, 17:45",YX,1442,N115HQ,ATL,PHL,104,666
"08/31/2023, 17:35","08/31/2023, 17:31",DL,220,N694DL,ATL,JAC,200,1572
"09/01/2023, 22:30","09/02/2023, 00:21",DL,663,N665DN,ATL,TPA,60,406
"08/27/2023, 15:59","08/27/2023, 15:57",DL,527,N823DX,ATL,TPA,65,406
"04/15/2023, 07:05","04/15/2023, 07:02",DL,767,N997AT,ATL,IAD,84,534
"08/19/2023, 17:58","08/19/2023, 17:53",DL,61,N389DN,ATL,SAN,221,1892
"03/30/2023, 23:57","03/31/2023, 00:10",DL,1021,N679DA,ATL,JAX,40,270
"03/07/2023, 16:15","03/07/2023, 16:05",WN,398,N8511K,ATL,JAN,54,341
"11/24/2023, 15:35","11/24/2023, 15:33",DL,231,N821DX,ATL,MCO,66,404
"09/27/2023, 10:15","09/27/2023, 10:08",DL,909,N951DX,ATL,CMH,68,447
"11/14/2023, 12:31","11/14/2023, 12:28",DL,373,N693DL,ATL,ORD,85,606
"07/02/2023, 21:21","07/02/2023, 21:52",DL,341,N338DN,ATL,ONT,246,1900
"12/06/2023, 12:05","12/06/2023, 11:58",UA,144,N77538,ATL,EWR,113,746
"06/27/2023, 07:21","06/27/2023, 07:20",OO,1423,N833SK,ATL,HPN,115,780
"08/01/2023, 19:20","08/01/2023, 19:23",DL,872,N372DN,ATL,MSP,130,907
"04/05/2023, 09:10","04/05/2023, 09:38",DL,413,N396DN,ATL,DTW,95,594
"10/01/2023, 14:08","10/01/2023, 14:05",DL,579,N360DN,ATL,MKE,96,669
"07/30/2023, 10:30","07/30/2023, 10:31",WN,1292,N8826Q,ATL,SRQ,70,444
"07/07/2023, 13:53","07/07/2023, 13:48",9E,1479,N329PQ,ATL,EVV,58,350
"01/14/2023, 07:59","01/14/2023, 07:59",DL,333,N109DN,ATL,SLC,225,1590
"03/24/2023, 21:15","03/24/2023, 21:15",DL,61,N363NW,ATL,DCA,73,547
"02/06/2023, 09:00","02/06/2023, 08:58",DL,426,N669DN,ATL,MIA,77,594
"09/08/2023, 09:23","09/08/2023, 09:21",9E,1589,N368CA,ATL,MGM,28,147
"08/26/2023, 18:35","08/26/2023, 18:34",DL,209,N685DA,ATL,MCO,59,404
"03/05/2023, 13:24","03/05/2023, 14:04",DL,792,N3757D,ATL,BNA,42,214
"04/03/2023, 22:59","04/03/2023, 22:56",DL,129,N801DZ,ATL,CVG,59,373
"04/13/2023, 12:45","04/13/2023, 12:55",NK,375,N638NK,ATL,EWR,103,746
"06/18/2023, 19:59","06/18/2023, 20:14",DL,1285,N372DN,ATL,SAT,125,874
"06/10/2023, 22:30","06/10/2023, 23:01",DL,660,N6716C,ATL,TPA,58,406
"12/16/2023, 16:44","12/16/2023, 16:43",F9,1163,N367FR,ATL,TTN,88,701
"01/24/2023, 15:47","01/24/2023, 15:42",9E,1613,N606LR,ATL,SGF,87,563
"09/23/2023, 18:13","09/23/2023, 18:03",AA,505,N146AA,ATL,PHX,213,1587
"12/13/2023, 11:01","12/13/2023, 10:58",DL,160,N868DN,ATL,SEA,280,2182
"08/10/2023, 07:20","08/10/2023, 07:51",DL,537,N109DN,ATL,DTW,87,594
"05/17/2023, 09:41","05/17/2023, 09:38",OO,1191,N809SK,ATL,FWA,71,508
"02/21/2023, 07:45","02/21/2023, 07:39",DL,709,N391DA,ATL,BNA,43,214
"09/10/2023, 07:06","09/10/2023, 07:05",DL,1151,N546US,ATL,ORF,64,516
"01/09/2023, 19:50","01/09/2023, 19:46",DL,1385,N925AT,ATL,OMA,119,821
"09/12/2023, 09:06","09/12/2023, 09:04",DL,940,N926AT,ATL,DAY,62,432
"10/07/2023, 16:45","10/07/2023, 16:43",NK,393,N984NK,ATL,CLE,82,554
"07/08/2023, 13:04","07/08/2023, 13:02",OO,1320,N170PQ,ATL,MGM,30,147
"02/15/2023, 22:05","02/15/2023, 21:54",DL,307,N998AT,ATL,MSN,95,707
"12/06/2023, 10:35","12/06/2023, 10:32",WN,1224,N299WN,ATL,LGA,108,762
"08/24/2023, 17:28","08/24/2023, 17:27",DL,155,N368NB,ATL,DAL,96,721
"03/28/2023, 10:10","03/28/2023, 11:06",DL,915,N6712B,ATL,CHS,48,259
"01/30/2023, 12:34","01/30/2023, 12:49",DL,878,N372DA,ATL,DAB,51,366
"09/15/2023, 16:34","09/15/2023, 16:33",DL,945,N357DN,ATL,PHL,91,666
"10/26/2023, 16:47","10/26/2023, 16:46",DL,1116,N878DN,ATL,BWI,79,577
"06/23/2023, 17:25","06/23/2023, 18:22",DL,432,N821DX,ATL,RDU,63,356
"04/01/2023, 18:10","04/01/2023, 18:58",DL,979,N338NW,ATL,IAD,70,534
"07/21/2023, 08:10","07/21/2023, 08:27",DL,306,N589NW,ATL,SFO,263,2139
"04/02/2023, 20:10","04/02/2023, 20:07",DL,938,N924AT,ATL,HPN,111,780
"01/20/2023, 18:15","01/20/2023, 18:08",MQ,1450,N225NN,ATL,MIA,85,594
"01/20/2023, 21:20","01/20/2023, 21:16",DL,1190,N335NB,ATL,MLB,60,442
"01/28/2023, 11:35","01/28/2023, 11:29",OO,1449,N837SK,ATL,HSV,34,151
"03/29/2023, 21:50","03/29/2023, 21:46",WN,1153,N8508W,ATL,HOU,102,696
"07/30/2023, 23:03","07/30/2023, 23:12",DL,293,N355DN,ATL,PHX,197,1587
"02/06/2023, 09:00","02/06/2023, 08:56",9E,1058,N8877A,ATL,TRI,46,227
"07/24/2023, 12:58","07/24/2023, 13:01",DL,309,N312DN,ATL,DFW,101,731
"11/10/2023, 16:07","11/10/2023, 16:04",DL,392,N986AT,ATL,CAE,35,192
"03/06/2023, 21:25","03/06/2023, 21:23",WN,630,N8647A,ATL,MIA,81,594
"03/26/2023, 15:56","03/26/2023, 19:48",DL,502,N953DZ,ATL,PNS,54,271
"03/08/2023, 16:27","03/08/2023, 16:23",DL,767,N943AT,ATL,CHS,44,259
"11/18/2023, 16:25","11/18/2023, 16:31",WN,326,N414WN,ATL,IND,65,432
"12/14/2023, 15:39","12/14/2023, 15:41",DL,1037,N676DL,ATL,ORD,93,606
"02/09/2023, 21:28","02/09/2023, 21:26",DL,60,N326DN,ATL,SLC,205,1590
"11/10/2023, 11:51","11/10/2023, 11:47",DL,298,N937DZ,ATL,ECP,42,240
"05/28/2023, 07:13","05/28/2023, 07:24",B6,955,N607JB,ATL,LGA,102,762
"12/04/2023, 22:25","12/04/2023, 22:20",DL,1155,N876DN,ATL,IND,69,432
"09/22/2023, 16:55","09/22/2023, 16:54",DL,1159,N671DN,ATL,BWI,88,577
"03/06/2023, 07:30","03/06/2023, 07:36",AA,243,N717UW,ATL,PHL,90,666
"01/14/2023, 20:45","01/14/2023, 20:42",OO,1482,N802SK,ATL,ABE,109,692
"06/21/2023, 19:51","06/21/2023, 19:45",9E,1597,N376CA,ATL,ABY,32,145
"02/13/2023, 22:10","02/13/2023, 22:35",DL,376,N6716C,ATL,MIA,75,594
"12/13/2023, 14:48","12/13/2023, 14:44",9E,1390,N340CA,ATL,AEX,79,500
"10/08/2023, 16:01","10/08/2023, 16:01",UA,32,N825UA,ATL,EWR,100,746
"07/29/2023, 10:30","07/29/2023, 12:14",NK,532,N947NK,ATL,BOS,156,946
"05/06/2023, 19:30","05/06/2023, 20:43",DL,592,N670DN,ATL,MCO,58,404
"12/31/2023, 21:50","12/31/2023, 22:35",WN,85,N8687A,ATL,GSP,32,153
"07/12/2023, 16:26","07/12/2023, 16:42",DL,1032,N696DL,ATL,JAX,43,270
"12/20/2023, 16:26","12/20/2023, 16:23",DL,389,N939DZ,ATL,SDF,59,321
"09/24/2023, 19:50","09/24/2023, 19:50",DL,560,N953AT,ATL,LEX,46,304
"09/13/2023, 10:10","09/13/2023, 10:06",9E,1605,N326PQ,ATL,CRW,56,363
"10/06/2023, 10:10","10/06/2023, 10:19",DL,43,N816NW,ATL,HNL,533,4502
"06/04/2023, 08:55","06/04/2023, 09:31",NK,728,N695NK,ATL,DTW,89,594
"04/19/2023, 09:40","04/19/2023, 09:38",DL,496,N944AT,ATL,SGF,79,563
"10/01/2023, 18:50","10/01/2023, 18:52",DL,1071,N555NW,ATL,TPA,63,406
